674436,970545	7465178,396440
673133,851311	7465340,216218
673867,767634	7466621,014745
674193,578215	7467435,982117
674467,094192	7468096,098037
674859,744556	7468856,079816
673671,145713	7468375,789940
672815,474574	7466565,421223
672816,105245	7471298,260177
674079,937421	7471629,409634
673428,571561	7472826,006178
672497,885670	7472447,991358
671450,724723	7472044,695206
671696,178126	7472986,310383
672246,274165	7473724,257088
672927,069659	7474278,709825
671599,789454	7474662,714679
671654,049164	7475513,693687
670962,308415	7473584,663075
670452,149335	7472920,664719
667270,952054	7471690,296476
667008,161255	7470229,027232
668033,443883	7469828,890563
668441,350251	7470958,385112
668479,595519	7471800,533645
668722,560001	7472827,415028
669461,496390	7472562,755250
669859,041812	7471723,127719
670093,067991	7470823,612147
669415,258072	7470330,689503
669085,548929	7469413,673064
670192,784748	7469051,852912
671016,729931	7470088,633388
671493,010043	7471180,679672
672684,177468	7469817,427372
671801,581815	7469410,397156
672052,405916	7468720,468333
672711,700776	7468236,167700
671656,360760	7466764,193343
670958,487787	7467958,844373
669549,136117	7468253,170961
673759,392197	7462720,602351
672275,355594	7459573,560797
669142,674261	7458519,361041
669069,629331	7460075,384755
670044,875406	7459849,636422
670887,331947	7460955,090586
670786,832152	7462279,995825
670753,190922	7463969,687235
669240,287860	7464934,901447
669128,980397	7463709,327809
669221,658716	7461567,116158
667834,750967	7461314,401517
666862,858002	7459622,581777
665355,192714	7460879,057019
666542,306486	7462398,078973
667431,674773	7463156,753077
668350,842076	7462795,356486
665828,247414	7463544,458735
665968,220198	7464473,388709
667164,010167	7465457,724379
664352,011534	7465467,002131
660015,677173	7463587,679743
663104,074931	7461455,196900
663861,509166	7459025,970293
667514,802925	7467962,537262
668514,833362	7466287,102318
669615,867042	7467135,085067
653626,459905	7472918,516127
654435,244386	7470005,944837
654989,967678	7466606,536114
656735,729409	7467595,915720
656831,484281	7470188,994695
656392,821368	7473636,823971
658162,644341	7470383,537923
657970,163150	7467928,988193
658970,587338	7468105,253750
659114,135002	7470394,751398
660668,090811	7471432,953642
660697,244823	7467217,058825
664758,241034	7467141,228892
665871,543994	7469035,246608
664300,666114	7470049,374924
662757,836665	7469709,702197
663184,756271	7472181,689433
665328,664794	7472806,944309
665832,634296	7471224,635098
642122,373300	7464280,076250
642364,426101	7466989,282726
644047,343288	7464825,051122
644467,407501	7466674,408265
643691,100632	7468558,491853
646879,748840	7468538,529427
646641,165432	7465022,187431
648702,926563	7463583,927443
652719,940198	7463899,650176
650633,430624	7467394,281259
649060,954667	7468846,062884
652328,496202	7468719,615274
651321,397153	7470361,287554
650619,383314	7474759,867354
646945,657713	7472503,742014
644137,559502	7470329,031895
633972,173527	7459437,204935
638120,475643	7461760,689816
640098,705835	7464836,082093
639438,654045	7468958,054188
636003,911365	7467660,998266
636352,238664	7463851,723193
632387,829025	7462688,441976
629723,943550	7466750,225013
682100,825195	7470724,013087
681222,065771	7472658,090226
679868,654754	7475503,436723
681670,983156	7477206,713368
684533,671693	7476092,969310
686747,510434	7475082,011576
685992,147384	7477210,509349
684305,671619	7477649,797129
687588,583220	7478913,329166
694261,898650	7481871,753102
667256,649585	7472717,487796
666400,078398	7473781,691364
664852,387791	7475248,514171
665114,311576	7473994,851681
663874,125996	7473153,493676
662769,863915	7473793,506628
663163,795045	7474795,888289
683661,195943	7461801,268100
685502,232464	7463980,617517
686397,688706	7464397,201187
675527,835516	7454565,525314
674838,551699	7455093,125224
673352,795197	7454422,260604
674808,936354	7456394,125647
673084,848368	7457260,755161
671113,349195	7457370,477085
671404,100707	7455954,620350
672426,154265	7455325,782980
671828,022882	7454860,571785
671264,760928	7454432,766658
670742,049956	7455120,346600
670281,215269	7456294,219769
669471,055832	7455199,917102
668865,316845	7454569,615240
668132,046794	7455158,502465
669212,852209	7456755,909585
668087,385528	7456119,315952
668010,293526	7457164,006110
668088,664829	7457868,773770
666722,869968	7457276,450538
666601,533657	7456008,331998
666838,997211	7455133,382700
666342,872708	7454404,822572
665487,204579	7456317,649263
663471,246953	7456835,105603
662181,847192	7454671,484189
661990,667381	7453839,111457
658642,542969	7453848,365984
659638,813068	7455454,453441
659728,033820	7456918,814659
660928,318136	7458750,414344
657564,765609	7457764,523364
656321,132605	7455139,621548
656220,514275	7452920,953173
650472,120431	7450584,899562
652077,205489	7452834,651423
654609,744574	7458788,019538
669439,165710	7473881,111703
668985,138262	7474504,469770
670275,409318	7475212,850060
670769,393287	7476898,211022
669759,342218	7476444,903883
669056,437767	7475774,251552
668524,885406	7476811,033608
667488,942890	7476533,615836
666397,995844	7475775,002218
668220,563601	7475518,039433
667296,745806	7474931,502321
667860,383991	7473851,998475
647349,943862	7458960,358911
644265,776578	7455694,924723
646644,141388	7452884,426514
648535,899173	7451475,032553
639618,851574	7456089,831665
638752,131623	7458380,554575
641756,776505	7461135,999818
678073,260710	7468405,921764
678339,893975	7469394,597981
677197,725491	7468861,293173
677436,953024	7468487,350819
675983,679036	7469020,177717
677130,986091	7469723,435990
676222,681492	7470303,878934
675821,703984	7469797,998756
675009,058109	7470780,298725
675039,052567	7469782,223594
673813,249263	7470190,714542
679520,431407	7456712,633434
678635,039346	7467998,106062
677211,656489	7470805,525590
680689,478671	7469728,568668
680193,318634	7470623,177498
679950,150595	7472357,578721
706654,740335	7473397,362431
707739,222373	7471239,553382
709079,723336	7468573,386660
713461,088024	7472441,955980
711391,953633	7474614,977956
710839,069801	7476572,416485
707665,512391	7475330,550725
706287,342395	7478369,858428
708893,642312	7480182,049006
695200,880115	7473056,204451
696884,973274	7472433,872134
697133,867909	7473690,343914
697093,525770	7474611,350860
698789,813915	7475725,143425
698594,599202	7474005,228054
698933,191948	7472253,845487
700266,351157	7470438,917105
695865,405332	7471018,010999
700112,432891	7476536,220925
700029,371860	7478627,932484
703026,493654	7481374,480187
703751,481600	7476448,172299
704644,459095	7473993,783742
703077,429213	7473190,220098
701966,190910	7475308,140808
700941,822000	7473658,292429
700363,073245	7474785,890661
667256,630227	7477890,189873
669671,830339	7478836,020658
670039,222667	7481129,778039
664733,888878	7478918,238847
666778,122101	7480410,247423
665472,583114	7477316,557536
658331,618547	7477762,489698
662038,650617	7479216,043792
663125,422063	7480203,228441
634969,182497	7489764,154799
632443,161273	7479222,695058
732791,437399	7478386,279023
